OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2480356,Sample-Routine,Water,Surface Water,2014-10-23,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,minimal flow between pools - sampled below the drains,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487205635,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2014-10-28,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2480356/results/487205635/resdetectqntlmts,Lower Reporting Limit,0.29,ug/L,,2015-11-13T11:29:59,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2486347,Sample-Routine,Water,Surface Water,2015-05-06,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487202424,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2015-05-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2486347/results/487202424/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:29:16,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2490764,Sample-Routine,Water,Surface Water,2015-05-06,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487203733,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2015-05-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2490764/results/487203733/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:29:37,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2490765,Sample-Routine,Water,Surface Water,2015-05-06,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487203795,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2015-05-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2490765/results/487203795/resdetectqntlmts,Lower Reporting Limit,0.34,ug/L,,2015-11-13T11:29:38,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2490767,Sample-Routine,Water,Surface Water,2015-05-06,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487209094,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2015-05-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2490767/results/487209094/resdetectqntlmts,Lower Reporting Limit,0.35,ug/L,,2015-11-13T11:30:53,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2491014,Sample-Routine,Water,Surface Water,2015-09-24,,,,,,,,,,,,,,MRG-Trib-SFR 12/14-VVd,MRG Tribs + Santa Fe River Survey 2012-2014,,21NMEX_WQX-30SantaF050.5,Santa Fe River ~75m u/s of Sandoval St - 30SantaF050.5,,,,,35.6858000000,-105.9419000000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-487203875,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,NMDOH/SLD,2015-10-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2491014/results/487203875/resdetectqntlmts,Lower Reporting Limit,1.07,ug/L,,2015-11-13T11:29:39,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2495734,Quality Control Sample-Trip Blank,Water,Stormwater,2016-08-05,,,,,,,,,,,,,,SFR16 - VVd,"Santa Fe River PCB, E. coli, and Al Study 2016",,21NMEX_WQX-NMR040000-SF02,City of Santa Fe stormwater outlet #2 into Santa Fe River d/s of Sandoval St. (northside),Storm drain sampling to provide information/data for TMDLs and city of Santa Fe stormwater program. Oil and grease analyzed by city's contract with Hall Analytical.,,,,35.6864400000,-105.9429400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707740933,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,NMDOH/SLD,2016-08-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2495734/results/707740933/resdetectqntlmts,Lower Reporting Limit,0.36,ug/L,,2018-03-07T17:39:13,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2488675,Sample-Routine,Water,Stormwater,2016-08-05,,,,,,,,,,,,,,SFR16 - VVd,"Santa Fe River PCB, E. coli, and Al Study 2016",,21NMEX_WQX-NMR040000-SR01,City of Santa Fe stormwater outlet #1 into Santa Fe River d/s of Sandoval St. (southside),Storm drain sampling to provide information/data for TMDLs and city of Santa Fe stormwater program. Oil and grease analyzed by city's contract with Hall Analytical.,,,,35.6864100000,-105.9430700000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707740757,,,Di(2-ethylhexyl) phthalate,Total,4.3,ug/L,,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2016-08-11,,,,,,,2018-03-07T17:39:12,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2483634,Sample-Routine,Water,Stormwater,2016-08-05,,,,,,,,,,,,,,SFR16 - VVd,"Santa Fe River PCB, E. coli, and Al Study 2016",,21NMEX_WQX-NMR040000-SF02,City of Santa Fe stormwater outlet #2 into Santa Fe River d/s of Sandoval St. (northside),Storm drain sampling to provide information/data for TMDLs and city of Santa Fe stormwater program. Oil and grease analyzed by city's contract with Hall Analytical.,,,,35.6864400000,-105.9429400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707740849,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,NMDOH/SLD,2016-08-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2483634/results/707740849/resdetectqntlmts,Lower Reporting Limit,0.36,ug/L,,2018-03-07T17:39:13,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2483651,Sample-Routine,Water,Stormwater,2016-08-05,,,,,,,,,,,,,,SFR16 - VVd,"Santa Fe River PCB, E. coli, and Al Study 2016",,21NMEX_WQX-NMR040000-SR01,City of Santa Fe stormwater outlet #1 into Santa Fe River d/s of Sandoval St. (southside),Storm drain sampling to provide information/data for TMDLs and city of Santa Fe stormwater program. Oil and grease analyzed by city's contract with Hall Analytical.,,,,35.6864100000,-105.9430700000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707740656,Present Below Quantification Limit,,CFC-12,Total,,,,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8260B,USEPA,8260 B ~ Volatile Organics by CGC/MS,,https://www.nemi.gov/methods/method_summary/7041/,NMDOH/SLD,2016-08-15,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2483651/results/707740656/resdetectqntlmts,Lower Reporting Limit,0.36,ug/L,,2018-03-07T17:39:12,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2495733,Sample-Routine,Water,Stormwater,2016-08-05,,,,,,,,,,,,,,SFR16 - VVd,"Santa Fe River PCB, E. coli, and Al Study 2016",,21NMEX_WQX-NMR040000-SF02,City of Santa Fe stormwater outlet #2 into Santa Fe River d/s of Sandoval St. (northside),Storm drain sampling to provide information/data for TMDLs and city of Santa Fe stormwater program. Oil and grease analyzed by city's contract with Hall Analytical.,,,,35.6864400000,-105.9429400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-707740998,,,Di(2-ethylhexyl) phthalate,Total,2,ug/L,,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2016-08-11,,,,,,,2018-03-07T17:39:14,STORET
PUEBLOOFTESUQUE,Pueblo Of Tesuque (Tribal),PUEBLOOFTESUQUE-MS05TB:20170130:SR,Sample-Routine,Water,,2017-01-30,,,,,,,,,,,,,,PT_MONIT,Pueblo of Tesuque Water Quality Monitoring,,PUEBLOOFTESUQUE-MS05TB,Tesuque Pueblo Bridge,,,,,35.8030000000,-105.9740000000,SCM QAPP,PUEBLOOFTESUQUE,PUEBLOOFTESUQUE_QAPP,PuebloofTesuque~PUEBLOOFTESUQUE_QAPP,Water Bottle,STORET-821417012,Not Detected,,Simultaneously extracted metals/acid volatile sulfides (Metals ESB based on Final Chron. Value for AVS (fOC)),Total,,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Walkley Black,PUEBLOOFTESUQUE,Walkley Black,,,,2017-02-10,,https://www.waterqualitydata.us/data/providers/STORET/organizations/PUEBLOOFTESUQUE/activities/PUEBLOOFTESUQUE-MS05TB%3A20170130%3ASR/results/821417012/resdetectqntlmts,Practical Quantitation Limit,0.09901,%,,2020-01-28T22:10:55,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2506666,Sample-Integrated Vertical Profile,Water,Surface Water,2017-10-16,,,,,,,,,,1.0,m,2,m,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-28SantaCruzDp,Santa Cruz Lake (deep) - 28SantaCruzDp,,,,,35.9781040000,-105.9193400000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Kemmerer Bottle,STORET-830992085,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2017-11-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2506666/results/830992085/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:32:16,STORET
PUEBLOOFTESUQUE,Pueblo Of Tesuque (Tribal),PUEBLOOFTESUQUE-MS05TB:20170130:SR,Sample-Routine,Water,,2017-01-30,,,,,,,,,,,,,,PT_MONIT,Pueblo of Tesuque Water Quality Monitoring,,PUEBLOOFTESUQUE-MS05TB,Tesuque Pueblo Bridge,,,,,35.8030000000,-105.9740000000,SCM QAPP,PUEBLOOFTESUQUE,PUEBLOOFTESUQUE_QAPP,PuebloofTesuque~PUEBLOOFTESUQUE_QAPP,Water Bottle,STORET-821417016,,,Simultaneously extracted metals/acid volatile sulfides (Metals ESB based on Final Chron. Value for AVS (fOC)),Total,0.1,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Walkley Black,PUEBLOOFTESUQUE,Walkley Black,,,,2017-02-10,,https://www.waterqualitydata.us/data/providers/STORET/organizations/PUEBLOOFTESUQUE/activities/PUEBLOOFTESUQUE-MS05TB%3A20170130%3ASR/results/821417016/resdetectqntlmts,Practical Quantitation Limit,0.09709,%,,2020-01-28T22:10:55,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2509146,Sample-Routine,Water,Surface Water,2017-10-17,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-830999395,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2017-11-02,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2509146/results/830999395/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:33:03,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2515938,Sample-Routine,Water,Surface Water,2018-05-15,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-830991614,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-06-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2515938/results/830991614/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:32:13,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2515615,Sample-Routine,Water,Surface Water,2018-08-02,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-831009296,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-08-30,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2515615/results/831009296/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:33:57,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2515614,Sample-Routine,Water,Surface Water,2018-10-30,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-831016128,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-11-16,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2515614/results/831016128/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:34:36,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2506732,Sample-Routine,Water,Surface Water,2018-10-17,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-831011165,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-11-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2506732/results/831011165/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:34:07,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2512664,Sample-Routine,Water,Surface Water,2018-03-21,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-30RGrand586.5,Rio Grande at Buckman Road - 30RGrand586.5,,,,,35.8359000000,-106.1607100000,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-830991167,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-04-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2512664/results/830991167/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:32:09,STORET
21NMEX_WQX,NM Environmental Dept./SWQB,21NMEX_WQX-2512667,Sample-Routine,Water,Surface Water,2018-03-20,,,,,,,,,,,,,,URG17-18-VVd,Upper Rio Grande Survey 2017-2018,,21NMEX_WQX-28Pojoaq005.0,Pojoaque River at State Road 84D - 28Pojoaq005.0,,,,,35.8906435512,-106.0713672905,Chem-01,21NMEX_WQX,Chemistry - Sample,,Water Bottle,STORET-831009733,Present Below Quantification Limit,,Di(2-ethylhexyl) phthalate,Total,,,U,Final,,Actual,,,,,,,,,,nil,,,,,,,,,,8270D,USEPA,8270 D ~ Semivolatile Organic Compounds by GC/MS,,https://www.nemi.gov/methods/method_summary/4726/,NMDOH/SLD,2018-04-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21NMEX_WQX/activities/21NMEX_WQX-2512667/results/831009733/resdetectqntlmts,Lower Reporting Limit,0.18,ug/L,,2020-03-30T19:33:59,STORET
